title,author,binding,list_price,price,stock,isbn,publisher,publication_date,size,categories,url
"BABYCAKES (TALES OF THE CITY, #4)","Maupin, Armistead",Paperback,$17.99 ,$3.00 ,25,9.78006E+12,Harper Collins,1/1/94,"8.03"" l x 5.23"" w x 0.83""","['Fiction', 'Humorous', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780060924836B/babycakes-tales-of-the-city-4
"THE BACHELOR COWBOY (THE WYOMING COWBOYS SERIES, BK. 6)","Clare, Jessica",Pocket Books,$7.99 ,$1.75 ,1,9.78059E+12,Berkley Hardcover,1/26/21,"6.75"" l x 4.14"" w x 0.98""","['Fiction', 'Romance', 'Fiction', 'Westerns', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593102022B/the-bachelor-cowboy-the-wyoming-cowboys-serie
THE BACKUP PLAN (LARGE PRINT),"Shalvis, Jill",Paperback,$27.99 ,$4.75 ,32,9.78006E+12,HarperLuxe,1/17/23,"9.02"" l x 6.00"" w x 1.08""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780063297074B/the-backup-plan-large-print
"THE BACKUP PLAN (THE SUNRISE COVE, BK. 3)","Shalvis, Jill",Paperback,$16.99 ,$1.50 ,98,9.78006E+12,Avon Books,1/17/23,"8.01"" l x 5.34"" w x 0.98""","['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780063095472B/the-backup-plan-the-sunrise-cove-bk-3
BAD LUCK BRIDESMAID,"Greenberg, Alison Rose",Paperback,$16.99 ,$3.00 ,6,9.78125E+12,St. Martin's Griffin,1/11/22,"8.27"" l x 5.41"" w x 0.89""","['Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781250791597B/bad-luck-bridesmaid
"BAD LUCK VAMPIRE (AN ARGENEAU NOVEL, BK. 36)","Sands, Lynsay",Paperback,$12.99 ,$2.25 ,34,9.7814E+12,Gollancz,9/28/23,"7.75"" l x 5.00"" w x 1.00""","['Fiction', 'Fantasy', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781399612821B/bad-luck-vampire-an-argeneau-novel-bk-36
"BAD LUCK VAMPIRE (AN ARGENEAU NOVEL, BK. 36)","Sands, Lynsay",Pocket Books,$9.99 ,$2.50 ,597,9.78006E+12,Avon Books,9/26/23,"6.50"" l x 4.25"" w x 1.00""","['Fiction', 'Fantasy', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780063292109B/bad-luck-vampire-an-argeneau-novel-bk-36
"BALANCING ACT (LAKE IN THE CLOUDS, BK. 2)","March, Emily",Paperback,$18.99 ,$3.25 ,316,9.78154E+12,Forever,11/28/23,"7.98"" l x 5.08"" w x 1.09""","['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781538707401B/balancing-act-lake-in-the-clouds-bk-2
THE BALLAD OF HATTIE TAYLOR,"Andersen, Susan",Paperback,$22.00 ,$3.75 ,7,9.78059E+12,Berkley Publishing Group,1/5/21,"8.19"" l x 5.45"" w x 1.15""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780593197868B/the-ballad-of-hattie-taylor
A BALLAD OF LOVE AND GLORY,"Grande, Reyna",Hardcover,$28.00 ,$1.88 ,512,9.78198E+12,Atria Books,3/15/22,"9.32"" l x 6.23"" w x 1.47""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Literary']",https://www.bookdepot.com/Store/Details/9781982165260B/a-ballad-of-love-and-glory
"THE BALLROOM BLITZ (BUCKINGHAM, BK. 5)","Du Beke, Anton",Paperback,$17.99 ,$3.00 ,7,9.7814E+12,Orion,10/31/23,"7.81"" l x 5.08"" w x 1.31""","['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781398710092B/the-ballroom-blitz-buckingham-bk-5
THE BALLROOM BLITZ,"Du Beke, Anton",Hardcover,$28.99 ,$3.75 ,2,9.7814E+12,Orion Publishing,1/1/22,"9.50"" l x 6.50"" w x 1.50""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781398710085B/the-ballroom-blitz
"BARBARIAN LOVER (ICE PLANET BARBARIANS, BK. 3)","Dixon, Ruby",Paperback,$19.00 ,$3.25 ,533,9.78059E+12,Berkley Publishing Group,7/12/22,"8.17"" l x 5.53"" w x 0.97""","['Fiction', 'Romance', 'Fiction', 'Science Fiction']",https://www.bookdepot.com/Store/Details/9780593548967B/barbarian-lover-ice-planet-barbarians-bk-3
"BARBARIAN'S MATE (ICE PLANET BARBARIANS, SPECIAL EDITION)","Dixon, Ruby",Paperback,$17.00 ,$3.00 ,18,9.78059E+12,Berkley Publishing Group,1/1/23,"8.22"" l x 5.45"" w x 0.93""","['Fiction', 'Romance', 'Fiction', 'Science Fiction']",https://www.bookdepot.com/Store/Details/9780593639467B/barbarians-mate-ice-planet-barbarians-special
BAREFOOT,"Hilderbrand, Elin",Paperback,$17.99 ,$2.75 ,5,9.78032E+12,Back Bay Books,4/19/22,"8.00"" l x 5.51"" w x 1.22""","['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780316407960B/barefoot
"BAREFOOT BEACH (HARMONY HARBOR, BK. 8)","Mason, Debbie",Pocket Books,$7.99 ,$2.00 ,154,9.78154E+12,Forever,6/4/19,"6.73"" l x 4.14"" w x 1.04""","['Fiction', 'Romance', 'Fiction', 'Sagas', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781538731680B/barefoot-beach-harmony-harbor-bk-8
THE BAXTERS: A PREQUEL,"Kingsbury, Karen",Paperback,$18.99 ,$3.25 ,3,9.78167E+12,Atria Books,3/26/24,"8.39"" l x 5.50"" w x 1.01""","['Fiction', 'Religious', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781668062388B/the-baxters-a-prequel
THE BAXTERS: A PREQUEL,"Kingsbury, Karen",Hardcover,$26.99 ,$3.50 ,808,9.78198E+12,Atria Books,4/26/22,"8.66"" l x 5.78"" w x 1.37""","['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9781982104252B/the-baxters-a-prequel
"BAYOU BELOVED (BUTTERFLY BAYOU, BK. 6)","Blake, Lexi",Pocket Books,$8.99 ,$1.69 ,69,9.78059E+12,Berkley Publishing Group,3/28/23,"6.70"" l x 4.09"" w x 1.02""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593439579B/bayou-beloved-butterfly-bayou-bk-6
"BAYOU DREAMING (BUTTERFLY BAYOU, BK. 3)","Blake, Lexi",Pocket Books,$7.99 ,$1.50 ,109,9.78198E+12,Penguin Random House Company,12/1/20,"6.70"" l x 4.11"" w x 0.99""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781984806604B/bayou-dreaming-butterfly-bayou-bk-3
"BAYOU SWEETHEART (BUTTERFLY BAYOU, BK. 5)","Blake, Lexi",Pocket Books,$8.99 ,$1.69 ,11,9.78059E+12,Berkley Publishing Group,7/26/22,"6.75"" l x 4.38"" w x 1.16""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593439555B/bayou-sweetheart-butterfly-bayou-bk-5
"BE MINE FOREVER (THE BENNETT, BK. 3)","Ryan, Kennedy",Paperback,$16.99 ,$3.00 ,1000+,9.78154E+12,Forever,12/26/23,"7.63"" l x 5.20"" w x 1.31""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538766927B/be-mine-forever-the-bennett-bk-3
THE BEACH HOUSE,"Hale, Jenny",Paperback,$17.99 ,$3.00 ,3,9.78154E+12,Forever,4/25/23,"8.00"" l x 5.22"" w x 1.01""","['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781538740446B/the-beach-house
BEACH TOWN,"Andrews, Mary Kay",Pocket Books,$8.99 ,$2.00 ,76,9.78125E+12,St. Martin's Press,4/30/19,"7.56"" l x 4.42"" w x 1.29""","['Fiction', 'Romance', 'Fiction', ""Women's Fiction"", 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250213464B/beach-town
BEAR WITH ME NOW,"Shepard, Katie",Paperback,$17.00 ,$3.00 ,6,9.78059E+12,Berkley Publishing Group,4/25/23,"8.00"" l x 5.50"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780593549292B/bear-with-me-now
BEAUTIFUL,"Steel, Danielle",Pocket Books,$9.99 ,$2.25 ,89,9.78198E+12,Dell,1/24/23,"6.91"" l x 4.14"" w x 0.91""","['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781984821669B/beautiful
BEAUTIFUL,"Steel, Danielle",Hardcover,$28.99 ,$1.88 ,1000+,9.78198E+12,Delacorte Press,4/19/22,"9.16"" l x 5.92"" w x 1.08""","['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781984821645B/beautiful
"A BEAUTIFUL ARRANGEMENT (AN AMISH JOURNEY NOVEL, BK. 3)","Wiseman, Beth",Paperback,$15.99 ,$2.75 ,3,9.78031E+12,Zondervan,4/7/20,"8.45"" l x 5.52"" w x 0.85""","['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780310357179B/a-beautiful-arrangement-an-amish-journey-nove
"BEAUTIFUL DISASTER (BEAUTIFUL, BK 1)","McGuire, Jamie",Paperback,$15.00 ,$1.88 ,1000+,9.78148E+12,Atria Books,8/14/12,"7.97"" l x 4.92"" w x 1.11""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781476712048B/beautiful-disaster-beautiful-bk-1
"THE BEAUTIFUL PRETENDER (A MEDIEVAL FAIRY TALE, BK. 2)","Dickerson, Melanie",Paperback,$15.99 ,$2.50 ,10,9.78072E+12,Thomas Nelson,5/17/16,"8.39"" l x 5.42"" w x 0.89""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780718026288B/the-beautiful-pretender-a-medieval-fairy-tale
BEAUTY DATES THE BEAST,"Sims, Jessica",Pocket Books,$7.99 ,$2.00 ,13,9.78144E+12,Pocket Books,10/25/11,"6.57"" l x 4.05"" w x 1.11""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781439188231B/beauty-dates-the-beast
BECOMING SCARLETT,"Geraghty, Ciara",Paperback,$16.95 ,$3.00 ,1,9.78034E+12,Hodder & Stoughton,1/1/10,"8.00"" l x 5.50"" w x 1.50""","['Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780340976579B/becoming-scarlett
BEFORE I DO,"Cousens, Sophie",Paperback,$17.00 ,$3.00 ,1000+,9.78059E+12,G. P. Putnam's Sons,10/11/22,"8.19"" l x 5.47"" w x 0.94""","['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593539873B/before-i-do
BEFORE I GO,"Oakley, Colleen",Paperback,$16.00 ,$2.50 ,7,9.78148E+12,Gallery Books,7/14/15,"8.33"" l x 5.29"" w x 0.91""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781476761671B/before-i-go
BEFORE I GO,"Charles, Brian",Paperback,$16.95 ,$3.00 ,2,9.7815E+12,Kensington Publishing Corporation,9/27/22,"8.17"" l x 5.45"" w x 0.94""","['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781496736390B/before-i-go
BEGUILED,"Gist, Deeanne",Paperback,$14.99 ,$2.50 ,1,9.78076E+12,Bethany House,1/1/10,"8.30"" l x 5.40"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9780764206283B/beguiled
BEHIND THE SCENES,"Stetz-Waters, Karelia",Paperback,$15.99 ,$2.75 ,7,9.78154E+12,Forever,1/31/23,"8.04"" l x 5.24"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781538709252B/behind-the-scenes
BELLA POLDARK,"Graham, Winston",Paperback,$17.99 ,$2.12 ,3,9.78125E+12,St. Martin's Griffin,10/1/19,"8.21"" l x 5.36"" w x 1.82""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Sagas']",https://www.bookdepot.com/Store/Details/9781250244789B/bella-poldark
BELLEWETHER,"Kearsley, Susanna",Paperback,$16.99 ,$2.25 ,332,9.78149E+12,Sourcebooks,8/7/18,"8.34"" l x 5.78"" w x 1.24""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781492637134B/bellewether
BEND TOWARD THE SUN,"Devon, Jen",Paperback,$16.99 ,$3.00 ,110,9.78125E+12,St. Martin's Griffin,8/9/22,"8.23"" l x 5.56"" w x 1.21""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250822000B/bend-toward-the-sun
THE BEST IS YET TO COME,"Macomber, Debbie",Pocket Books,$9.99 ,$2.25 ,8,9.78198E+12,Ballantine Books,1/1/23,"6.76"" l x 3.90"" w x 0.98""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781984818867B/the-best-is-yet-to-come
THE BEST IS YET TO COME,"Macomber, Debbie",Hardcover,$28.00 ,$3.75 ,892,9.78198E+12,Ballantine Books,7/12/22,"9.57"" l x 6.29"" w x 1.22""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781984818843B/the-best-is-yet-to-come
THE BEST SUMMER OF OUR LIVES,"Hauck, Rachel",Hardcover,$29.99 ,$4.00 ,13,9.78076E+12,Bethany House,6/27/23,"8.78"" l x 5.71"" w x 1.36""","['Fiction', 'Religious', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780764241826B/the-best-summer-of-our-lives
THE BEST SUMMER OF OUR LIVES,"Hauck, Rachel",Paperback,$17.99 ,$3.00 ,116,9.78076E+12,Bethany House,6/27/23,"8.47"" l x 5.59"" w x 1.12""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780764240973B/the-best-summer-of-our-lives
BETTER LUCK NEXT TIME,"Johnson, Julia Claiborne",Hardcover,$28.99 ,$1.88 ,3,9.78006E+12,Custom House,1/1/21,"9.37"" l x 6.29"" w x 1.18""","['Fiction', 'Humorous', 'Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780062916365B/better-luck-next-time
BETTING ON HOPE,"Clopton, Debra",Paperback,$12.99 ,$2.25 ,2,9.7814E+12,Thomas Nelson,2/24/15,"8.39"" l x 5.43"" w x 0.89""","['Fiction', 'Thrillers', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781401690496B/betting-on-hope
BETWEEN YOU AND ME,"Wiggs, Susan",Paperback,$16.99 ,$3.00 ,10,9.78006E+12,William Morrow & Company,2/11/20,"8.11"" l x 5.00"" w x 1.09""","['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780062425553B/between-you-and-me
BIRDS OF CALIFORNIA,"Cotugno, Katie",Paperback,$16.99 ,$1.50 ,61,9.78006E+12,HarperPerennial,6/14/22,"7.75"" l x 4.98"" w x 0.80""","['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780063159143B/birds-of-california
BLACK HEART LOA,"Phoenix, Adrian",Pocket Books,$7.99 ,$2.00 ,11,9.78144E+12,Pocket Books,6/28/11,"6.64"" l x 3.62"" w x 1.11""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781439167922B/black-heart-loa
"BLAME IT ON THE DUKE (DISGRACEFUL DUKES, BK. 3)","Bell, Lenora",Paperback,$12.99 ,$2.25 ,1,9.78035E+12,Piatkus Books,1/1/17,"8.00"" l x 5.50"" w x 1.50""","['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780349417639B/blame-it-on-the-duke-disgraceful-dukes-bk-3
"BLAZING EARTH (STONE CIRCLES, BK. 3)","Brisbin, Terri",Pocket Books,$7.99 ,$1.00 ,10,9.78045E+12,Berkley Publishing Group,4/5/16,"6.71"" l x 4.25"" w x 1.17""","['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780451469120B/blazing-earth-stone-circles-bk-3
"THE BLESSING (AMISH COOKING CLASS, BK. 2)","Brunstetter, Wanda E.",Pocket Books,$7.99 ,$2.00 ,56,9.78164E+12,Barbour Books,2/1/22,"7.48"" l x 4.14"" w x 0.85""","['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781636091242B/the-blessing-amish-cooking-class-bk-2
"BLIND TRUST (THE SNAP AGENCY, BK. 3)","Walters, Natalie",Paperback,$16.99 ,$3.00 ,35,9.7808E+12,Revell,4/11/23,"8.52"" l x 5.57"" w x 0.98""","['Fiction', 'Romance', 'Fiction', 'Suspense', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800739805B/blind-trust-the-snap-agency-bk-3
"BLOOD MAGICK (COUSINS O'DWYER TRILOGY, BK. 3)","Roberts, Nora",Paperback,$18.00 ,$3.00 ,47,9.78043E+12,Berkley Trade,10/28/14,"8.24"" l x 5.58"" w x 0.99""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780425259870B/blood-magick-cousins-odwyer-trilogy-bk-3
"BLOOD MAGICK (THE COUSINS O'DWYER TRILOGY, BK. 3)","Roberts, Nora",Paperback,$12.00 ,$2.00 ,447,9.78059E+12,Berkley Publishing Group,9/6/22,"8.20"" l x 5.56"" w x 1.10""","['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780593545706B/blood-magick-the-cousins-odwyer-trilogy-bk-3
"BLUE SKIES (SUMMER DESSERTS/LESSONS LEARNED, 2 BOOKS IN 1)","Roberts, Nora",Paperback,$9.99 ,$1.75 ,860,9.78125E+12,St. Martin's Publishing,7/26/22,"6.94"" l x 4.71"" w x 1.59""","['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781250847133B/blue-skies-summer-dessertslessons-learned-2-b
BOLD FORTUNE (THE FORTUNES OF LOST LAKE SERIES),"Crane, M. M.",Paperback,$7.99 ,$1.00 ,9,9.78059E+12,Jove,12/1/21,"6.73"" l x 4.18"" w x 0.84""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593335376B/bold-fortune-the-fortunes-of-lost-lake-series
"BOLD LOVE (FOREVER ADIRONDACKS, BK. 3)","Accardo, Lauren",Pocket Books,$7.99 ,$1.00 ,47,9.78059E+12,Berkley Publishing Group,1/25/22,"6.75"" l x 4.10"" w x 0.96""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593200339B/bold-love-forever-adirondacks-bk-3
"THE BOOK OF SCANDAL (THE SCANDALOUS SERIES, BK. 1)","London, Julia",Pocket Books,$9.99 ,$1.88 ,1000+,9.78167E+12,Pocket Books,9/26/23,"7.41"" l x 4.09"" w x 1.12""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781668026571B/the-book-of-scandal-the-scandalous-series-bk
THE BOOK OF SILVER LININGS,"Fischer, Nan",Paperback,$17.00 ,$3.00 ,507,9.78059E+12,Berkley Publishing Group,8/15/23,"7.91"" l x 5.12"" w x 0.96""","['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593438718B/the-book-of-silver-linings
THE BOOKSHOP BY THE BAY,"Kelley, Pamela",Hardcover,$31.00 ,$4.00 ,41,9.78125E+12,St. Martin's Griffin,6/6/23,"8.53"" l x 5.64"" w x 1.18""","['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250283573B/the-bookshop-by-the-bay
"BOONE (ETERNITY SPRINGS: THE MCBRIDES OF TEXAS, BK. 18)","March, Emily",Pocket Books,$7.99 ,$1.37 ,25,9.78125E+12,St. Martin's Press,1/1/21,"6.79"" l x 4.15"" w x 0.84""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250314956B/boone-eternity-springs-the-mcbrides-of-texas
"BORN IN ICE (THE CONCANNON SISTERS TRILOGY, BK. 2)","Roberts, Nora",Paperback,$12.13 ,$3.50 ,15,9.78075E+12,Piatkus Books,7/6/17,"7.77"" l x 4.96"" w x 1.08""","['Fiction', 'Romance', 'Fiction', 'Sagas']",https://www.bookdepot.com/Store/Details/9780749928902B/born-in-ice-the-concannon-sisters-trilogy-bk
BORN IN FIRE,"Roberts, Nora",Pocket Books,$9.99 ,$2.50 ,8,9.78052E+12,Jove Books,10/1/94,"6.72"" l x 4.11"" w x 1.26""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780515114690B/born-in-fire
BORN IN SHAME,"Roberts, Nora",Pocket Books,$9.99 ,$2.50 ,137,9.78052E+12,Jove Books,1/1/96,"6.78"" l x 4.13"" w x 1.05""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780515117790B/born-in-shame
"BORN OF SHADOWS (THE LEAGUE, BK. 4)","Kenyon, Sherrilyn",Pocket Books,$8.99 ,$1.69 ,502,9.78045E+12,Grand Central Publishing,1/1/12,"6.73"" l x 4.19"" w x 1.13""","['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780446573269B/born-of-shadows-the-league-bk-4
"BORN TO BE A COWBOY (MONTANA STRONG, BK. 3)","Ryan, R. C.",Pocket Books,$7.99 ,$2.00 ,176,9.78154E+12,Forever,11/26/19,"6.42"" l x 3.81"" w x 1.31""","['Fiction', 'Romance', 'Fiction', 'Westerns', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781538711194B/born-to-be-a-cowboy-montana-strong-bk-3
BOUND BY DARKNESS,"Morgan, Alexis",Pocket Books,$7.99 ,$2.00 ,3,9.78144E+12,Pocket Star,4/26/11,"6.73"" l x 4.15"" w x 1.03""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781439176047B/bound-by-darkness
"BOUND TO DANGER (DEADLY OPS SERIES, BK. 2)","Reus, Katie",Pocket Books,$7.99 ,$1.75 ,1,9.78045E+12,New American Library,8/5/14,"6.69"" l x 4.19"" w x 1.04""","['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9780451419224B/bound-to-danger-deadly-ops-series-bk-2
"BREAKPOINT (A HIGH RISK NOVEL, BK. 4)","Ross, JoAnn",Pocket Books,$7.99 ,$1.75 ,2,9.78045E+12,Signet Book,7/7/09,"6.71"" l x 4.11"" w x 1.19""","['Fiction', 'Romance', 'Fiction', ""Women's Fiction"", 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9780451227768B/breakpoint-a-high-risk-novel-bk-4
THE BREAKUP TOUR,"Wibberley, Emily",Paperback,$17.00 ,$3.00 ,460,9.78059E+12,Berkley Publishing Group,1/23/24,"7.97"" l x 5.24"" w x 0.83""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593638644B/the-breakup-tour
THE BREAKUP VACATION,"Gracia, Anna",Paperback,$17.99 ,$3.00 ,155,9.78167E+12,MTV Books,3/5/24,"8.26"" l x 5.36"" w x 0.95""","['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Cultural Heritage']",https://www.bookdepot.com/Store/Details/9781668010969B/the-breakup-vacation
"THE BRIDE GOES ROGUE (THE FIFTH AVENUE REBELS, BK. 3)","Shupe, Joanna",Paperback,$8.99 ,$1.00 ,25,9.78006E+12,Avon Books,4/26/22,"6.60"" l x 4.14"" w x 1.12""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063045064B/the-bride-goes-rogue-the-fifth-avenue-rebels
A BRIDE FOR ALL SEASONS (MAIL-ORDER BRIDE COLLECTION),"Brownley, Margaret",Paperback,$15.99 ,$2.75 ,68,9.7814E+12,Thomas Nelson,6/18/13,"8.40"" l x 5.42"" w x 1.12""","['Fiction', 'Religious', 'Fiction', 'Romance', 'Fiction', 'Anthologies (multiple authors)']",https://www.bookdepot.com/Store/Details/9781401688530B/a-bride-for-all-seasons-mail-order-bride-coll
THE BRIDGES OF MADISON COUNTY,"Waller, Robert James",Paperback,$15.99 ,$2.75 ,1,9.78146E+12,Grand Central Publishing,1/1/13,"8.09"" l x 5.18"" w x 0.58""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781455554294B/the-bridges-of-madison-county
BRIDGET JONES'S DIARY,"Fielding, Helen",Paperback,$18.00 ,$2.25 ,12,9.78014E+12,Penguin Books,6/1/99,"8.06"" l x 5.04"" w x 0.50""","['Fiction', 'Humorous', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780140280098B/bridget-joness-diary
"THE BRIGHT SPOT (THE SUNRISE COVE SERIES, BK. 5)","Shalvis, Jill",Hardcover,$30.00 ,$4.00 ,249,9.78006E+12,Avon Books,1/16/24,"9.25"" l x 6.50"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9780063235762B/the-bright-spot-the-sunrise-cove-series-bk-5
"A BRIGHTER DAWN (AMISH MEMORIES, BK. 1)","Gould, Leslie",Paperback,$17.99 ,$3.00 ,78,9.78076E+12,Bethany House,3/28/23,"8.53"" l x 5.64"" w x 1.19""","['Fiction', 'Religious', 'Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780764240249B/a-brighter-dawn-amish-memories-bk-1
THE BRIGHTEST STAR,"Michaels, Fern",Pocket Books,$9.99 ,$1.75 ,46,9.78142E+12,Zebra Books,10/26/21,"6.96"" l x 4.72"" w x 0.81""","['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781420150346B/the-brightest-star
"THE BRILLIANCE OF STARS (A JACK AND IVY NOVEL, BK. 1)","Ciesielski, J'nell",Paperback,$16.99 ,$2.25 ,50,9.78079E+12,Thomas Nelson,11/1/22,"8.44"" l x 5.54"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Thrillers']",https://www.bookdepot.com/Store/Details/9780785248453B/the-brilliance-of-stars-a-jack-and-ivy-novel
